@RELATION possessions

@ATTRIBUTE ID string
@ATTRIBUTE left5 string
@ATTRIBUTE left4 string
@ATTRIBUTE left3 string
@ATTRIBUTE left2 string
@ATTRIBUTE left1 string
@ATTRIBUTE left_bigram string
@ATTRIBUTE left_bigram_pos string
@ATTRIBUTE left_trigram string
@ATTRIBUTE left_trigram_pos string
@ATTRIBUTE left5 role
@ATTRIBUTE left4 role
@ATTRIBUTE left3 role
@ATTRIBUTE left2 role
@ATTRIBUTE left1 role
@ATTRIBUTE right1 string
@ATTRIBUTE right2 string
@ATTRIBUTE right3 string
@ATTRIBUTE right4 string
@ATTRIBUTE right5 string
@ATTRIBUTE right_bigram string
@ATTRIBUTE right_bigram_pos string
@ATTRIBUTE right_trigram string
@ATTRIBUTE right_trigram_pos string
@ATTRIBUTE right1 role
@ATTRIBUTE right2 role
@ATTRIBUTE right3 role
@ATTRIBUTE right4 role
@ATTRIBUTE right5 role
@ATTRIBUTE neighbor_sentence string
@ATTRIBUTE possessive_pronoun numeric
@ATTRIBUTE jj_near numeric
@ATTRIBUTE low_category string
@ATTRIBUTE top_category string
@ATTRIBUTE word string
@ATTRIBUTE class {non_possession,possession}

@DATA
"1_18_5","VB","TO","NN","JJ","DT", "A_great great_way way_to to_ground", "DT_JJ JJ_NN NN_TO TO_VB", "A_great_way great_way_to way_to_ground", "DT_JJ_NN JJ_NN_TO NN_TO_VB","det","amod","nsubj","aux","ROOT", "IN", "DT", "NNS", "IN", "DT", "during_these these_changes changes_in in_the", "IN_DT DT_NNS NNS_IN IN_DT", "during_these_changes these_changes_in changes_in_the", "IN_DT_NNS DT_NNS_IN NNS_IN_DT","adpmod","det","adpobj","adpmod","det", "A great way to ground during these changes in the", 0, 0, "", "", "ourselves", non_possession
"1_18_8","DT","IN","NNS","VB","TO", "to_ground ground_ourselves ourselves_during during_these", "TO_VB VB_NNS NNS_IN IN_DT", "to_ground_ourselves ground_ourselves_during ourselves_during_these", "TO_VB_NNS VB_NNS_IN NNS_IN_DT","aux","ROOT","dobj","adpmod","det", "IN", "DT", "NN", "PRP", "VBP", "in_the the_way way_we we_view", "IN_DT DT_NN NN_PRP PRP_VBP", "in_the_way the_way_we way_we_view", "IN_DT_NN DT_NN_PRP NN_PRP_VBP","adpmod","det","adpobj","nsubj","rcmod", "to ground ourselves during these in the way we view", 0, 0, "", "", "changes", non_possession
"1_18_11","DT","IN","NNS","DT","IN", "during_these these_changes changes_in in_the", "IN_DT DT_NNS NNS_IN IN_DT", "during_these_changes these_changes_in changes_in_the", "IN_DT_NNS DT_NNS_IN NNS_IN_DT","adpmod","det","adpobj","adpmod","det", "PRP", "VBP", "NN", "VBZ", "TO", "we_view view_life life_is is_to", "PRP_VBP VBP_NN NN_VBZ VBZ_TO", "we_view_life view_life_is life_is_to", "PRP_VBP_NN VBP_NN_VBZ NN_VBZ_TO","nsubj","rcmod","nsubj","ccomp","aux", "during these changes in the we view life is to", 0, 0, "", "", "way", non_possession
"1_18_14","VBP","PRP","NN","DT","IN", "in_the the_way way_we we_view", "IN_DT DT_NN NN_PRP PRP_VBP", "in_the_way the_way_we way_we_view", "IN_DT_NN DT_NN_PRP NN_PRP_VBP","adpmod","det","adpobj","nsubj","rcmod", "VBZ", "TO", "VB", "", "", "is_to to_meditate", "VBZ_TO TO_VB", "is_to_meditate", "VBZ_TO_VB","ccomp","aux","xcomp","","", "in the way we view is to meditate", 0, 0, "", "", "life", non_possession
"1_19_4","VB","TO","VBP","PRP", "", "We_get get_to to_reinvent", "PRP_VBP VBP_TO TO_VB", "We_get_to get_to_reinvent", "PRP_VBP_TO VBP_TO_VB","","nsubj","ROOT","aux","xcomp", "", "", "", "", "", "", "", "", "","","","","","", "We get to reinvent", 0, 0, "", "", "ourselves", non_possession
"1_20_12","IN","RB","NN","JJ","PRP$", "my_first first_city city_away away_from", "PRP$_JJ JJ_NN NN_RB RB_IN", "my_first_city first_city_away city_away_from", "PRP$_JJ_NN JJ_NN_RB NN_RB_IN","poss","amod","nsubj","advmod","adpmod", "PRP", "VBD", "IN", "PRP", "MD", "it_felt felt_like like_I I_could", "PRP_VBD VBD_IN IN_PRP PRP_MD", "it_felt_like felt_like_I like_I_could", "PRP_VBD_IN VBD_IN_PRP IN_PRP_MD","nsubj","ccomp","adpmod","nsubj","aux", "my first city away from it felt like I could", 0, 0, "Home", "Home", "home", possession
"1_20_4","TO","VBD","PRP","WRB", "", "When_I I_moved moved_to", "WRB_PRP PRP_VBD VBD_TO", "When_I_moved I_moved_to", "WRB_PRP_VBD PRP_VBD_TO","","advmod","nsubj","ROOT","aux", "WDT", "PRP$", "JJ", "NN", "RB", "which_my my_first first_city city_away", "WDT_PRP$ PRP$_JJ JJ_NN NN_RB", "which_my_first my_first_city first_city_away", "WDT_PRP$_JJ PRP$_JJ_NN JJ_NN_RB","dobj","poss","amod","nsubj","advmod", "When I moved to which my first city away", 0, 0, "", "", "Belgrade", non_possession
"1_20_9","JJ","PRP$","WDT","NNP","TO", "to_Belgrade Belgrade_which which_my my_first", "TO_NNP NNP_WDT WDT_PRP$ PRP$_JJ", "to_Belgrade_which Belgrade_which_my which_my_first", "TO_NNP_WDT NNP_WDT_PRP$ WDT_PRP$_JJ","aux","nsubj","dobj","poss","amod", "RB", "IN", "NN", "PRP", "VBD", "away_from from_home home_it it_felt", "RB_IN IN_NN NN_PRP PRP_VBD", "away_from_home from_home_it home_it_felt", "RB_IN_NN IN_NN_PRP NN_PRP_VBD","advmod","adpmod","adpobj","nsubj","ccomp", "to Belgrade which my first away from home it felt", 1, 1, "", "", "city", non_possession
"1_20_24","DT","IN","JJ","VB","RB", "finally_get get_rid rid_of of_the", "RB_VB VB_JJ JJ_IN IN_DT", "finally_get_rid get_rid_of rid_of_the", "RB_VB_JJ VB_JJ_IN JJ_IN_DT","advmod","xcomp","acomp","adpmod","det", "NN", "IN", "PRP$", "NN", "VBD", "everyone_in in_my my_environment environment_had", "NN_IN IN_PRP$ PRP$_NN NN_VBD", "everyone_in_my in_my_environment my_environment_had", "NN_IN_PRP$ IN_PRP$_NN PRP$_NN_VBD","adpobj","adpmod","poss","adpobj","ccomp", "finally get rid of the everyone in my environment had", 0, 1, "", "", "expectations", non_possession
"1_20_25","NNS","DT","IN","JJ","VB", "get_rid rid_of of_the the_expectations", "VB_JJ JJ_IN IN_DT DT_NNS", "get_rid_of rid_of_the of_the_expectations", "VB_JJ_IN JJ_IN_DT IN_DT_NNS","xcomp","acomp","adpmod","det","compmod", "IN", "PRP$", "NN", "VBD", "IN", "in_my my_environment environment_had had_of", "IN_PRP$ PRP$_NN NN_VBD VBD_IN", "in_my_environment my_environment_had environment_had_of", "IN_PRP$_NN PRP$_NN_VBD NN_VBD_IN","adpmod","poss","adpobj","ccomp","adpmod", "get rid of the expectations in my environment had of", 0, 0, "", "", "everyone", non_possession
"1_20_28","PRP$","IN","NN","NNS","DT", "the_expectations expectations_everyone everyone_in in_my", "DT_NNS NNS_NN NN_IN IN_PRP$", "the_expectations_everyone expectations_everyone_in everyone_in_my", "DT_NNS_NN NNS_NN_IN NN_IN_PRP$","det","compmod","adpobj","adpmod","poss", "VBD", "IN", "PRP", "", "", "had_of of_me", "VBD_IN IN_PRP", "had_of_me", "VBD_IN_PRP","ccomp","adpmod","adpobj","","", "the expectations everyone in my had of me", 1, 0, "", "", "environment", non_possession
"1_21_2","JJS","DT", "", "", "", "The_biggest", "DT_JJS", "", "","","","","det","amod", "TO", "VB", "VBP", "RB", "DT", "to_change change_are are_often often_the", "TO_VB VB_VBP VBP_RB RB_DT", "to_change_are change_are_often are_often_the", "TO_VB_VBP VB_VBP_RB VBP_RB_DT","aux","ROOT","","advmod","det", "The biggest to change are often the", 0, 1, "", "", "obstacle", non_possession
"1_21_8","DT","RB","VBP","VB","TO", "to_change change_are are_often often_the", "TO_VB VB_VBP VBP_RB RB_DT", "to_change_are change_are_often are_often_the", "TO_VB_VBP VB_VBP_RB VBP_RB_DT","aux","ROOT","","advmod","det", "JJS", "TO", "PRP", "IN", "PRP", "closest_to to_us us_as as_we", "JJS_TO TO_PRP PRP_IN IN_PRP", "closest_to_us to_us_as us_as_we", "JJS_TO_PRP TO_PRP_IN PRP_IN_PRP","ccomp","aux","dep","mark","nsubj", "to change are often the closest to us as we", 0, 0, "", "", "people", non_possession
"1_21_29","WP","IN","VB","TO","RB", "not_to to_bother bother_with with_what", "RB_TO TO_VB VB_IN IN_WP", "not_to_bother to_bother_with bother_with_what", "RB_TO_VB TO_VB_IN VB_IN_WP","","aux","xcomp","adpmod","dobj", "MD", "VB", "RB", "CC", "RB", "will_think think_now now_but but_back", "MD_VB VB_RB RB_CC CC_RB", "will_think_now think_now_but now_but_back", "MD_VB_RB VB_RB_CC RB_CC_RB","aux","adpobj","advmod","cc","advmod", "not to bother with what will think now but back", 0, 0, "", "", "people", non_possession
"1_21_43","VB","TO","JJ","RB","VBD", "felt_terrifyingly terrifyingly_uncomfortable uncomfortable_to to_do", "VBD_RB RB_JJ JJ_TO TO_VB", "felt_terrifyingly_uncomfortable terrifyingly_uncomfortable_to uncomfortable_to_do", "VBD_RB_JJ RB_JJ_TO JJ_TO_VB","","advmod","acomp","aux","xcomp", "PRP$", "NNS", "CC", "PRP$", "NNS", "my_parents parents_or or_my my_friends", "PRP$_NNS NNS_CC CC_PRP$ PRP$_NNS", "my_parents_or parents_or_my or_my_friends", "PRP$_NNS_CC NNS_CC_PRP$ CC_PRP$_NNS","poss","dobj","cc","poss","nsubj", "felt terrifyingly uncomfortable to do my parents or my friends", 0, 1, "", "", "something", non_possession
"1_21_45","PRP$","NN","VB","TO","JJ", "uncomfortable_to to_do do_something something_my", "JJ_TO TO_VB VB_NN NN_PRP$", "uncomfortable_to_do to_do_something do_something_my", "JJ_TO_VB TO_VB_NN VB_NN_PRP$","acomp","aux","xcomp","dobj","poss", "CC", "PRP$", "NNS", "VBD", "RB", "or_my my_friends friends_did did_not", "CC_PRP$ PRP$_NNS NNS_VBD VBD_RB", "or_my_friends my_friends_did friends_did_not", "CC_PRP$_NNS PRP$_NNS_VBD NNS_VBD_RB","cc","poss","nsubj","aux","neg", "uncomfortable to do something my or my friends did not", 1, 0, "", "", "parents", non_possession
"1_21_48","PRP$","CC","NNS","PRP$","NN", "something_my my_parents parents_or or_my", "NN_PRP$ PRP$_NNS NNS_CC CC_PRP$", "something_my_parents my_parents_or parents_or_my", "NN_PRP$_NNS PRP$_NNS_CC NNS_CC_PRP$","dobj","poss","dobj","cc","poss", "VBD", "RB", "VB", "IN", "PRP", "did_not not_expect expect_of of_me", "VBD_RB RB_VB VB_IN IN_PRP", "did_not_expect not_expect_of expect_of_me", "VBD_RB_VB RB_VB_IN VB_IN_PRP","aux","neg","conj","adpmod","", "something my parents or my did not expect of me", 1, 0, "", "", "friends", non_possession
"1_22_3","JJ","DT","IN", "", "", "In_a a_new", "IN_DT DT_JJ", "In_a_new", "IN_DT_JJ","","","adpmod","det","amod", "PRP", "RB", "VB", "TO", "VB", "we_almost almost_get get_to to_start", "PRP_RB RB_VB VB_TO TO_VB", "we_almost_get almost_get_to get_to_start", "PRP_RB_VB RB_VB_TO VB_TO_VB","nsubj","neg","ROOT","aux","xcomp", "In a new we almost get to start", 0, 1, "", "", "city", non_possession
"1_22_11","PRP$","VB","TO","VB","RB", "almost_get get_to to_start start_our", "RB_VB VB_TO TO_VB VB_PRP$", "almost_get_to get_to_start to_start_our", "RB_VB_TO VB_TO_VB TO_VB_PRP$","neg","ROOT","aux","xcomp","poss", "IN", "", "", "", "", "", "", "", "","adpmod","","","","", "almost get to start our over", 1, 0, "", "", "lives", non_possession
"1_22_18","JJ","VBG","VBZ","PRP", "", "It_makes makes_replacing replacing_old", "PRP_VBZ VBZ_VBG VBG_JJ", "It_makes_replacing makes_replacing_old", "PRP_VBZ_VBG VBZ_VBG_JJ","","nsubj","aux","ROOT","amod", "IN", "JJ", "NNS", "VBP", "JJ", "with_new new_ones ones_seem seem_easy", "IN_JJ JJ_NNS NNS_VBP VBP_JJ", "with_new_ones new_ones_seem ones_seem_easy", "IN_JJ_NNS JJ_NNS_VBP NNS_VBP_JJ","adpmod","amod","adpobj","","", "It makes replacing old with new ones seem easy", 0, 1, "", "", "habits", non_possession
"1_22_21","JJ","IN","NNS","JJ","VBG", "replacing_old old_habits habits_with with_new", "VBG_JJ JJ_NNS NNS_IN IN_JJ", "replacing_old_habits old_habits_with habits_with_new", "VBG_JJ_NNS JJ_NNS_IN NNS_IN_JJ","ROOT","amod","dobj","adpmod","amod", "VBP", "JJ", "", "", "", "seem_easy", "VBP_JJ", "", "","","","","","", "replacing old habits with new seem easy", 0, 1, "", "", "ones", non_possession
"1_22_25", "", "", "", "", "", "", "", "", "","","","","","", "NN", "PRP", "VBP", "TO", "VB", "fact_we we_have have_to to_make", "NN_PRP PRP_VBP VBP_TO TO_VB", "fact_we_have we_have_to have_to_make", "NN_PRP_VBP PRP_VBP_TO VBP_TO_VB","adpobj","nsubj","ROOT","aux","xcomp", "fact we have to make", 0, 0, "", "", "In", non_possession
"1_22_26","NNP", "", "", "", "", "", "", "", "","","","","","adpmod", "PRP", "VBP", "TO", "VB", "JJ", "we_have have_to to_make make_new", "PRP_VBP VBP_TO TO_VB VB_JJ", "we_have_to have_to_make to_make_new", "PRP_VBP_TO VBP_TO_VB TO_VB_JJ","nsubj","ROOT","aux","xcomp","amod", "In we have to make new", 0, 0, "", "", "fact", non_possession
"1_22_33","JJ","VB","TO","VBP","PRP", "we_have have_to to_make make_new", "PRP_VBP VBP_TO TO_VB VB_JJ", "we_have_to have_to_make to_make_new", "PRP_VBP_TO VBP_TO_VB TO_VB_JJ","nsubj","ROOT","aux","xcomp","amod", "IN", "NN", "VBZ", "JJ", "IN", "as_everything everything_is is_new new_for", "IN_NN NN_VBZ VBZ_JJ JJ_IN", "as_everything_is everything_is_new is_new_for", "IN_NN_VBZ NN_VBZ_JJ VBZ_JJ_IN","mark","nsubj","ccomp","acomp","adpmod", "we have to make new as everything is new for", 0, 1, "", "", "habits", non_possession
"1_22_36","IN","NNS","JJ","VB","TO", "to_make make_new new_habits habits_as", "TO_VB VB_JJ JJ_NNS NNS_IN", "to_make_new make_new_habits new_habits_as", "TO_VB_JJ VB_JJ_NNS JJ_NNS_IN","aux","xcomp","amod","dobj","mark", "VBZ", "JJ", "IN", "PRP", "", "is_new new_for for_us", "VBZ_JJ JJ_IN IN_PRP", "is_new_for new_for_us", "VBZ_JJ_IN JJ_IN_PRP","ccomp","acomp","adpmod","","", "to make new habits as is new for us", 0, 0, "", "", "everything", non_possession
"1_23_2","JJS","DT", "", "", "", "The_best", "DT_JJS", "", "","","","","det","amod", "PRP", "VBD", "RP", "IN", "PRP$", "I_picked picked_up up_after after_my", "PRP_VBD VBD_RP RP_IN IN_PRP$", "I_picked_up picked_up_after up_after_my", "PRP_VBD_RP VBD_RP_IN RP_IN_PRP$","nsubj","rcmod","prt","mark","poss", "The best I picked up after my", 0, 1, "", "", "habit", non_possession
"1_23_8","PRP$","IN","RP","VBD","PRP", "I_picked picked_up up_after after_my", "PRP_VBD VBD_RP RP_IN IN_PRP$", "I_picked_up picked_up_after up_after_my", "PRP_VBD_RP VBD_RP_IN RP_IN_PRP$","nsubj","rcmod","prt","mark","poss", "TO", "NNP", "VBZ", "TO", "VB", "to_Belgrade Belgrade_is is_to to_walk", "TO_NNP NNP_VBZ VBZ_TO TO_VB", "to_Belgrade_is Belgrade_is_to is_to_walk", "TO_NNP_VBZ NNP_VBZ_TO VBZ_TO_VB","aux","nsubj","ccomp","aux","xcomp", "I picked up after my to Belgrade is to walk", 1, 0, "", "", "move", non_possession
"1_23_10","TO","NN","PRP$","IN","RP", "up_after after_my my_move move_to", "RP_IN IN_PRP$ PRP$_NN NN_TO", "up_after_my after_my_move my_move_to", "RP_IN_PRP$ IN_PRP$_NN PRP$_NN_TO","prt","mark","poss","adpobj","aux", "VBZ", "TO", "VB", "IN", "IN", "is_to to_walk walk_for for_at", "VBZ_TO TO_VB VB_IN IN_IN", "is_to_walk to_walk_for walk_for_at", "VBZ_TO_VB TO_VB_IN VB_IN_IN","ccomp","aux","xcomp","adpmod","", "up after my move to is to walk for at", 1, 0, "", "", "Belgrade", non_possession
"1_23_18","CD","JJS","IN","IN","VB", "walk_for for_at at_least least_two", "VB_IN IN_IN IN_JJS JJS_CD", "walk_for_at for_at_least at_least_two", "VB_IN_IN IN_IN_JJS IN_JJS_CD","xcomp","adpmod","","","num", "DT", "NN", "CC", "PRP", "VBP", "a_day day_and and_I I_haven’t", "DT_NN NN_CC CC_PRP PRP_VBP", "a_day_and day_and_I and_I_haven’t", "DT_NN_CC NN_CC_PRP CC_PRP_VBP","det","dep","cc","nsubj","conj", "walk for at least two a day and I haven’t", 0, 1, "", "", "hours", non_possession
"1_23_20","DT","NNS","CD","JJS","IN", "at_least least_two two_hours hours_a", "IN_JJS JJS_CD CD_NNS NNS_DT", "at_least_two least_two_hours two_hours_a", "IN_JJS_CD JJS_CD_NNS CD_NNS_DT","","","num","dep","det", "CC", "PRP", "VBP", "VBD", "PRP", "and_I I_haven’t haven’t_dropped dropped_it", "CC_PRP PRP_VBP VBP_VBD VBD_PRP", "and_I_haven’t I_haven’t_dropped haven’t_dropped_it", "CC_PRP_VBP PRP_VBP_VBD VBP_VBD_PRP","cc","nsubj","conj","","", "at least two hours a and I haven’t dropped it", 0, 0, "", "", "day", non_possession
"1_23_29", "", "", "", "", "", "", "", "", "","","","","","", "VBZ", "PRP", "TO", "VB", "TO", "allows_me me_to to_get get_to", "VBZ_PRP PRP_TO TO_VB VB_TO", "allows_me_to me_to_get to_get_to", "VBZ_PRP_TO PRP_TO_VB TO_VB_TO","","nsubj","aux","ccomp","aux", "allows me to get to", 0, 0, "", "", "Walking", non_possession
"1_23_37","DT","VB","TO","VB","TO", "to_get get_to to_know know_the", "TO_VB VB_TO TO_VB VB_DT", "to_get_to get_to_know to_know_the", "TO_VB_TO VB_TO_VB TO_VB_DT","aux","ccomp","aux","xcomp","det", "PRP", "VBP", "IN", "JJ", "NN", "I_am am_in in_much much_better", "PRP_VBP VBP_IN IN_JJ JJ_NN", "I_am_in am_in_much in_much_better", "PRP_VBP_IN VBP_IN_JJ IN_JJ_NN","nsubj","rcmod","adpmod","amod","adpobj", "to get to know the I am in much better", 0, 0, "", "", "city", non_possession
"1_23_42","JJ","IN","VBP","PRP","NN", "city_I I_am am_in in_much", "NN_PRP PRP_VBP VBP_IN IN_JJ", "city_I_am I_am_in am_in_much", "NN_PRP_VBP PRP_VBP_IN VBP_IN_JJ","dobj","nsubj","rcmod","adpmod","amod", "NNP", "DT", "JJ", "NN", "CC", "it’s_a a_good good_exercise exercise_and", "NNP_DT DT_JJ JJ_NN NN_CC", "it’s_a_good a_good_exercise good_exercise_and", "NNP_DT_JJ DT_JJ_NN JJ_NN_CC","dep","det","amod","dobj","cc", "city I am in much it’s a good exercise and", 0, 1, "", "", "better", non_possession
"1_23_44","NN","JJ","IN","VBP","PRP", "I_am am_in in_much much_better", "PRP_VBP VBP_IN IN_JJ JJ_NN", "I_am_in am_in_much in_much_better", "PRP_VBP_IN VBP_IN_JJ IN_JJ_NN","nsubj","rcmod","adpmod","amod","adpobj", "DT", "JJ", "NN", "CC", "JJ", "a_good good_exercise exercise_and and_it’s", "DT_JJ JJ_NN NN_CC CC_JJ", "a_good_exercise good_exercise_and exercise_and_it’s", "DT_JJ_NN JJ_NN_CC NN_CC_JJ","det","amod","dobj","cc","amod", "I am in much better a good exercise and it’s", 0, 1, "", "", "it’s", non_possession
"1_23_47","JJ","DT","NNP","NN","JJ", "much_better better_it’s it’s_a a_good", "JJ_NN NN_NNP NNP_DT DT_JJ", "much_better_it’s better_it’s_a it’s_a_good", "JJ_NN_NNP NN_NNP_DT NNP_DT_JJ","amod","adpobj","dep","det","amod", "CC", "JJ", "RB", "DT", "NN", "and_it’s it’s_also also_a a_form", "CC_JJ JJ_RB RB_DT DT_NN", "and_it’s_also it’s_also_a also_a_form", "CC_JJ_RB JJ_RB_DT RB_DT_NN","cc","amod","advmod","det","conj", "much better it’s a good and it’s also a form", 0, 1, "", "", "exercise", non_possession
"1_23_52","DT","RB","JJ","CC","NN", "exercise_and and_it’s it’s_also also_a", "NN_CC CC_JJ JJ_RB RB_DT", "exercise_and_it’s and_it’s_also it’s_also_a", "NN_CC_JJ CC_JJ_RB JJ_RB_DT","dobj","cc","amod","advmod","det", "IN", "DT", "JJ", "NN", "", "of_a a_meditative meditative_practice", "IN_DT DT_JJ JJ_NN", "of_a_meditative a_meditative_practice", "IN_DT_JJ DT_JJ_NN","adpmod","det","amod","adpobj","", "exercise and it’s also a of a meditative practice", 0, 1, "", "", "form", non_possession
"1_23_56","JJ","DT","IN","NN","DT", "a_form form_of of_a a_meditative", "DT_NN NN_IN IN_DT DT_JJ", "a_form_of form_of_a of_a_meditative", "DT_NN_IN NN_IN_DT IN_DT_JJ","det","conj","adpmod","det","amod", "", "", "", "", "", "", "", "", "","","","","","", "a form of a meditative", 0, 1, "", "", "practice", non_possession
"1_24_1","DT", "", "", "", "", "", "", "", "","","","","","det", "WDT", "JJ", "IN", "PRP", "RB", "that_happen happen_within within_us us_once", "WDT_JJ JJ_IN IN_PRP PRP_RB", "that_happen_within happen_within_us within_us_once", "WDT_JJ_IN JJ_IN_PRP IN_PRP_RB","","","","","advmod", "The that happen within us once", 0, 0, "", "", "changes", non_possession
"1_24_9","VBP","PRP","RB","PRP","IN", "within_us us_once once_we we_move", "IN_PRP PRP_RB RB_PRP PRP_VBP", "within_us_once us_once_we once_we_move", "IN_PRP_RB PRP_RB_PRP RB_PRP_VBP","","","advmod","nsubj","rcmod", "MD", "VB", "RB", "JJ", "IN", "can_be be_so so_powerful powerful_that", "MD_VB VB_RB RB_JJ JJ_IN", "can_be_so be_so_powerful so_powerful_that", "MD_VB_RB VB_RB_JJ RB_JJ_IN","aux","ccomp","advmod","acomp","mark", "within us once we move can be so powerful that", 0, 0, "", "", "cities", non_possession
"1_24_23","IN","RB","JJ","DT","VBP", "remember_the the_past past_not not_by", "VBP_DT DT_JJ JJ_RB RB_IN", "remember_the_past the_past_not past_not_by", "VBP_DT_JJ DT_JJ_RB JJ_RB_IN","advcl","det","nsubjpass","advmod","adpmod", "CC", "IN", "NN", "JJ", "VBN", "but_by by_place place_I’ve I’ve_lived", "CC_IN IN_NN NN_JJ JJ_VBN", "but_by_place by_place_I’ve place_I’ve_lived", "CC_IN_NN IN_NN_JJ NN_JJ_VBN","cc","adpmod","adpobj","auxpass","", "remember the past not by but by place I’ve lived", 0, 1, "", "", "year", non_possession
"1_24_27","IN","CC","NN","IN","RB", "not_by by_year year_but but_by", "RB_IN IN_NN NN_CC CC_IN", "not_by_year by_year_but year_but_by", "RB_IN_NN IN_NN_CC NN_CC_IN","advmod","adpmod","adpobj","cc","adpmod", "JJ", "VBN", "IN", "IN", "DT", "I’ve_lived lived_in in_at at_that", "JJ_VBN VBN_IN IN_IN IN_DT", "I’ve_lived_in lived_in_at in_at_that", "JJ_VBN_IN VBN_IN_IN IN_IN_DT","auxpass","","adpmod","","det", "not by year but by I’ve lived in at that", 0, 0, "", "", "place", non_possession
"1_24_33","DT","IN","IN","VBN","JJ", "I’ve_lived lived_in in_at at_that", "JJ_VBN VBN_IN IN_IN IN_DT", "I’ve_lived_in lived_in_at in_at_that", "JJ_VBN_IN VBN_IN_IN IN_IN_DT","auxpass","","adpmod","","det", "IN", "NN", "", "", "", "in_time", "IN_NN", "", "","adpmod","adpobj","","","", "I’ve lived in at that in time", 0, 0, "", "", "moment", non_possession
"1_24_35","IN","NN","DT","IN","IN", "in_at at_that that_moment moment_in", "IN_IN IN_DT DT_NN NN_IN", "in_at_that at_that_moment that_moment_in", "IN_IN_DT IN_DT_NN DT_NN_IN","adpmod","","det","adpobj","adpmod", "", "", "", "", "", "", "", "", "","","","","","", "in at that moment in", 0, 0, "", "", "time", non_possession
"1_24_44","JJ","RB","VBN","JJ","IN", "like_I’ve I’ve_led led_completely completely_different", "IN_JJ JJ_VBN VBN_RB RB_JJ", "like_I’ve_led I’ve_led_completely led_completely_different", "IN_JJ_VBN JJ_VBN_RB VBN_RB_JJ","adpmod","amod","partmod","advmod","amod", "PRP", "RB", "VBP", "IN", "PRP", "I_just just_hope hope_that that_I", "PRP_RB RB_VBP VBP_IN IN_PRP", "I_just_hope just_hope_that hope_that_I", "PRP_RB_VBP RB_VBP_IN VBP_IN_PRP","nsubj","advmod","ccomp","mark","nsubj", "like I’ve led completely different I just hope that I", 0, 1, "", "", "lives", non_possession
"1_24_53","JJR","VBP","PRP","IN","VBP", "hope_that that_I I_have have_more", "VBP_IN IN_PRP PRP_VBP VBP_JJR", "hope_that_I that_I_have I_have_more", "VBP_IN_PRP IN_PRP_VBP PRP_VBP_JJR","ccomp","mark","nsubj","ccomp","amod", "IN", "NNS", "VBP", "IN", "JJ", "than_cats cats_do do_because because_I’m", "IN_NNS NNS_VBP VBP_IN IN_JJ", "than_cats_do cats_do_because do_because_I’m", "IN_NNS_VBP NNS_VBP_IN VBP_IN_JJ","mark","nsubj","advcl","mark","amod", "hope that I have more than cats do because I’m", 0, 1, "", "", "lives", non_possession
"1_24_55","IN","NNS","JJR","VBP","PRP", "I_have have_more more_lives lives_than", "PRP_VBP VBP_JJR JJR_NNS NNS_IN", "I_have_more have_more_lives more_lives_than", "PRP_VBP_JJR VBP_JJR_NNS JJR_NNS_IN","nsubj","ccomp","amod","dobj","mark", "VBP", "IN", "JJ", "NN", "TO", "do_because because_I’m I’m_close close_to", "VBP_IN IN_JJ JJ_NN NN_TO", "do_because_I’m because_I’m_close I’m_close_to", "VBP_IN_JJ IN_JJ_NN JJ_NN_TO","advcl","mark","amod","nsubj","aux", "I have more lives than do because I’m close to", 0, 1, "", "", "cats", non_possession
"1_24_60","JJ","IN","VBP","NNS","IN", "than_cats cats_do do_because because_I’m", "IN_NNS NNS_VBP VBP_IN IN_JJ", "than_cats_do cats_do_because do_because_I’m", "IN_NNS_VBP NNS_VBP_IN VBP_IN_JJ","mark","nsubj","advcl","mark","amod", "TO", "CD", "", "", "", "to_nine", "TO_CD", "", "","aux","ccomp","","","", "than cats do because I’m to nine", 0, 1, "", "", "close", non_possession
"1_25_3","IN","VBP","PRP", "", "", "We_learn learn_that", "PRP_VBP VBP_IN", "We_learn_that", "PRP_VBP_IN","","","nsubj","ROOT","mark", "RB", "VBP", "NNS", "RB", "IN", "everywhere_are are_people people_just just_like", "RB_VBP VBP_NNS NNS_RB RB_IN", "everywhere_are_people are_people_just people_just_like", "RB_VBP_NNS VBP_NNS_RB NNS_RB_IN","advmod","ccomp","","advmod","", "We learn that everywhere are people just like", 0, 0, "", "", "people", non_possession
"1_25_6","VBP","RB","NNS","IN","VBP", "learn_that that_people people_everywhere everywhere_are", "VBP_IN IN_NNS NNS_RB RB_VBP", "learn_that_people that_people_everywhere people_everywhere_are", "VBP_IN_NNS IN_NNS_RB NNS_RB_VBP","ROOT","mark","nsubj","advmod","ccomp", "RB", "IN", "PRP", "", "", "just_like like_us", "RB_IN IN_PRP", "just_like_us", "RB_IN_PRP","advmod","","","","", "learn that people everywhere are just like us", 0, 0, "", "", "people", non_possession
"1_26_1","DT", "", "", "", "", "", "", "", "","","","","","det", "WDT", "VBD", "IN", "DT", "NN", "that_worked worked_in in_a a_guest", "WDT_VBD VBD_IN IN_DT DT_NN", "that_worked_in worked_in_a in_a_guest", "WDT_VBD_IN VBD_IN_DT IN_DT_NN","nsubj","rcmod","adpmod","det","compmod", "A that worked in a guest", 0, 0, "", "", "man", non_possession
